school_name,publish_date,last_update_date,address,website,google_map,roll_number,local_name_of_school,school_Level,school_Level_Detail,principal_name,ethos,gender,language_of_Instruction,DEIS_indicator,transition_year_indicator,enrolment_total,enrolment_boys,enrolment_girls,free_education_indicator,fee_charging_indicator,day_boarding,inspection_reports
SN MHUIRE,2021-07-07,2024-01-22,"BALLYHOGUE BREE ENNISCORTHY CO. WEXFORD , WEXFORD , WEXFORD , Y21Y898",,"https://maps.google.com/?q=52.414047,-6.575493",17841R,BALLYHOGUE NATIONAL SCHOOL,PRIMARY,ORDINARY,EILISH FITZHENRY,CATHOLIC,MIXED,ENGLISH,YES,NA,17,9,8,NA,NO,NA,
SN MHUIRE,2021-07-07,2024-01-22,"MAIN STREET BALLYHOOLY CO. CORK , CORK , CORK , P51K284",,"https://maps.google.com/?q=52.1454,-8.3994665",19404F,BALLYHOOLY NATIONAL SCHOOL,PRIMARY,ORDINARY,RORY GIBBONS,CATHOLIC,MIXED,ENGLISH,NO,NA,194,114,80,NA,NO,NA,
S N MHUIRE BAINRIOGHAN,2021-07-07,2024-01-22,"FRANKFORT DUNKERRIN BIRR CO. OFFALY , OFFALY , OFFALY , E53ED76",https://www.dunkerrinns.net/,"https://maps.google.com/?q=52.91526,-7.911861",17336E,DUNKERRIN NATIONAL SCHOOL,PRIMARY,ORDINARY,SIMONE MITCHELL,CATHOLIC,MIXED,ENGLISH,NO,NA,72,37,35,NA,NO,NA,
SN MHUIRE BNS,2021-07-07,2024-01-22,"KILLARNEY ROAD MILLSTREET CO. CORK , CORK , CORK , P51H278",http://scoilmhuirebns.ie,"https://maps.google.com/?q=52.0601,-9.068176",18301N,MILLSTREET BNS,PRIMARY,ORDINARY,DONAL O'CONNOR,CATHOLIC,MIXED,ENGLISH,NO,NA,99,99,0,NA,NO,NA,
SN MHUIRE BOYS SENIOR SCHOOL,2021-07-07,2024-01-22,"RAILWAY ROAD BELTURBET CO. CAVAN , CAVAN , CAVAN , H14WA46",http://www.belturbetboysns.ie,"https://maps.google.com/?q=54.09812,-7.443375",18127A,BELTURBET NATIONAL SCHOOL,PRIMARY,ORDINARY,LAURA HIGGINS,CATHOLIC,MIXED,ENGLISH,NO,NA,64,64,0,NA,NO,NA,
S N MHUIRE DE LOURDES,2021-07-07,2024-01-22,"THE VILLAGE LIXNAW CO. KERRY , KERRY , KERRY , V92YK84",http://www.scoilmhuiredelourdes.ie,"https://maps.google.com/?q=52.40596,-9.617359",10957B,LIXNAW BNS,PRIMARY,ORDINARY,SARAH COX,CATHOLIC,MIXED,ENGLISH,YES,NA,95,56,39,NA,NO,NA,
S N MHUIRE LOURDES,2021-07-07,2024-01-22,"LOUGHGLYNN CASTLEREA CO. ROSCOMMON , ROSCOMMON , ROSCOMMON , F45K751",,"https://maps.google.com/?q=53.82146,-8.556165",18536R,LOUGHGLYNN NATIONAL SCHOOL,PRIMARY,ORDINARY,KATHY MCVANN,CATHOLIC,MIXED,ENGLISH,YES,NA,46,20,26,NA,NO,NA,
S N MHUIRE MILIUC,2021-07-07,2024-01-22,"STONEPARK MEELICK,VIA LIMERICK CO. CLARE , CLARE , CLARE , V94E0C0",http://www.meelickschool.ie,"https://maps.google.com/?q=52.696922,-8.673976",18225A,"SCOIL MHUIRE,MEELICK PRIMARY SCHOOL",PRIMARY,ORDINARY,MARIA LOONEY,CATHOLIC,MIXED,ENGLISH,YES,NA,94,40,54,NA,NO,NA,
S N MHUIRE MXD,2021-07-07,2024-01-22,"KISKEAM MALLOW CO. CORK , CORK , CORK , P51X478",http://scoilmhuirekiskeam.ie,"https://maps.google.com/?q=52.17659,-9.162207",18128C,KISKEAM NATIONAL SCHOOL,PRIMARY,ORDINARY,EUGENE KELLIHER,CATHOLIC,MIXED,ENGLISH,NO,NA,57,33,24,NA,NO,NA,
S N MHUIRE NA MBRAITHRE,2021-07-07,2024-01-22,"JOHN STREET CARRICK-ON-SUIR CO. TIPPERARY , TIPPERARY , TIPPERARY , E32X920",http://cbsprimcarrickonsuir.ie,"https://maps.google.com/?q=52.3496,-7.4146767",16725K,CARRICK-ON-SUIR CBS,PRIMARY,ORDINARY,DENIS COTTER 052 6125412,CATHOLIC,BOYS,ENGLISH,YES,NA,118,118,0,NA,NO,NA,
S N MHUIRE NA MBRAITHRE,2021-07-07,2024-01-22,"CLOUNALOUR TRALEE CO. KERRY , KERRY , KERRY , V92FD62",http://www.cbsprimarytralee.com,"https://maps.google.com/?q=52.27269,-9.698775",18247K,TRALEE CBS,PRIMARY,ORDINARY,BRENDAN SMITH,CATHOLIC,MIXED,ENGLISH,YES,NA,423,260,163,NA,NO,NA,
S N MHUIRE NA MBRATHAR,2021-07-07,2024-01-22,"GRIFFITH AVE. MARINO , DUBLIN , DUBLIN 9 , D09NW62",http://www.scoilmhuire.org,"https://maps.google.com/?q=53.37074,-6.2324376",16759E,SCOIL MHUIRE MARINO,PRIMARY,ORDINARY,DR. MARY GRENNAN,CATHOLIC,MIXED,ENGLISH,NO,NA,349,349,0,NA,NO,NA,
SN MHUIRE NA NAINGEAL,2021-07-07,2024-01-22,"SISTERS OF CHARITY MARY STREET CO. TIPPERARY , TIPPERARY , TIPPERARY , E91X768",http://www.sistersofcharityns.ie,"https://maps.google.com/?q=52.354103,-7.7043705",12349L,SISTERS OF CHARITY,PRIMARY,ORDINARY,CLÍODHNA BREEN,CATHOLIC,MIXED,ENGLISH,NO,NA,365,18,347,NA,NO,NA,
S N MHUIRE NAOFA,2021-07-07,2024-01-22,"RATHFEIGH TARA CO. MEATH , MEATH , MEATH , C15F220",https://rathfeighns.org/,"https://maps.google.com/?q=53.589985,-6.5017",17964K,RATHFEIGH NATIONAL SCHOOL,PRIMARY,ORDINARY,JAMES TANSLEY,CATHOLIC,MIXED,ENGLISH,NO,NA,83,39,44,NA,NO,NA,
S N MHUIRE NAOFA,2021-07-07,2024-01-22,"RATHCOBICAN RHODE CO. OFFALY , OFFALY , OFFALY , R35KD66",http://www.scoilmhuirenaofa.com,"https://maps.google.com/?q=53.33954,-7.19773",18335H,RHODE NATIONAL SCHOOL,PRIMARY,ORDINARY,MARY BRAY,CATHOLIC,MIXED,ENGLISH,YES,NA,118,48,70,NA,NO,NA,
S N MHUIRE NA TROCAIRE,2021-07-07,2023-02-17,"CONVENT ROAD CAHIR CO. TIPPERARY , TIPPERARY , TIPPERARY , E21K304",,"https://maps.google.com/?q=52.37428,-7.919327",10120P,CAHIR CONVENT,PRIMARY,NON CAPITATION SCHOOL GRANT,ANN CARROLL,CATHOLIC,MIXED,ENGLISH,YES,NA,229,43,186,NA,NO,NA,Reports
S N MHUIRE NA TROCAIRE,2021-07-07,2024-01-22,"HALE STREET ARDEE CO. LOUTH , LOUTH , LOUTH , A92FR58",http://www.smntardee.ie,"https://maps.google.com/?q=53.852905,-6.533778",18099V,SCOIL MHUIRE NA TRÓCAIRE ARDEE,PRIMARY,ORDINARY,DEIRDRE SWEENEY,CATHOLIC,MIXED,ENGLISH,NO,NA,299,11,288,NA,NO,NA,
S N MHUIRE SENIOR SCHOOL,2021-07-07,2024-01-22,"BLESSINGTON CO. WICKLOW , WICKLOW , WICKLOW , W91RX84",http://www.stmarysns.ie,"https://maps.google.com/?q=53.173767,-6.5307164",20110S,ST MARY'S SENIOR NATIONAL SCHOOL,PRIMARY,ORDINARY,GERRY BROWN,CATHOLIC,MIXED,ENGLISH,NO,NA,317,162,155,NA,NO,NA,
S N MICHEAL NAOFA,2021-07-07,2024-01-22,"HOLYCROSS THURLES CO. TIPPERARY , TIPPERARY , TIPPERARY , E41Y840",http://www.holycrossns.ie,"https://maps.google.com/?q=52.640186,-7.8699255",18775M,HOLYCROSS NATIONAL SCHOOL,PRIMARY,ORDINARY,LOUISE DELANEY,CATHOLIC,MIXED,ENGLISH,NO,NA,235,122,113,NA,NO,NA,
S N MICHIL NAOFA,2021-07-07,2024-01-22,"WOODBROOK CARRICK-ON-SHANNON CO. ROSCOMMON , ROSCOMMON , ROSCOMMON , N41XD40",http://woodbrookns.scoilnet.ie,"https://maps.google.com/?q=53.941048,-8.166034",05220P,"ST. MICHAEL'S NATIONAL SCHOOL, WOOD",PRIMARY,ORDINARY,ANNE HAND DOYLE,CATHOLIC,MIXED,ENGLISH,NO,NA,36,17,19,NA,NO,NA,
S N MICHIL NAOFA,2021-07-07,2024-01-22,"MULLINAHONE THURLES CO. TIPPERARY , TIPPERARY , TIPPERARY , E41ED30",http://mullinahonens.ie,"https://maps.google.com/?q=52.513885,-7.5006404",15362S,MULLINAHONE NATIONAL SCHOOL,PRIMARY,ORDINARY,TOM BUTLER,CATHOLIC,MIXED,ENGLISH,YES,NA,141,62,79,NA,NO,NA,
S N MIN AN AOIRE,2021-07-07,2024-01-22,"MEENANEARY CARRICK CO. DONEGAL , DONEGAL , DONEGAL , F94DD80",,"https://maps.google.com/?q=54.70289,-8.606325",18295V,MEENANEARY NATIONAL SCHOOL,PRIMARY,ORDINARY,DANIEL CUNNINGHAM,CATHOLIC,MIXED,ALL IRISH,YES,NA,16,8,8,NA,NO,NA,
S N MOING NA MIOL,2021-07-07,2024-01-22,"CLASHBEE MALLOW CO. CORK , CORK , CORK , P51D409",http://www.bweengnationalschool.ie,"https://maps.google.com/?q=52.040024,-8.711375",17921P,BWEENG NATIONAL SCHOOL,PRIMARY,ORDINARY,CATHERINE BUCKLEY,CATHOLIC,MIXED,ENGLISH,NO,NA,139,65,74,NA,NO,NA,
S N MOIN NA GCAOR,2021-07-07,2024-01-22,"MONAGEER BALLYSIMON ENNISCORTHY CO. WEXFORD , WEXFORD , WEXFORD , Y21TR52",http://www.monageerns.ie,"https://maps.google.com/?q=52.525898,-6.479597",18308E,MONAGEER NATIONAL SCHOOL,PRIMARY,ORDINARY,ELEANOR KEHOE,CATHOLIC,MIXED,ENGLISH,NO,NA,135,74,61,NA,NO,NA,
S N MOIN RUADH MIXED,2021-07-07,2024-01-22,"KNOCKTOPHER CO KILKENNY , KILKENNY , KILKENNY , R95FY06",,"https://maps.google.com/?q=52.42929,-7.242868",17590S,MOIN RUADH MIXED,PRIMARY,ORDINARY,MISS EILIS HOLDEN,CATHOLIC,MIXED,ENGLISH,NO,NA,57,27,30,NA,NO,NA,
S N MOLAISE,2021-07-07,2024-01-22,"SPINK ABBEYLEIX CO. LAOIS , LAOIS , LAOIS , R32PT62",http://www.knocknslaois.ie,"https://maps.google.com/?q=52.902447,-7.2372403",17695J,KNOCK NATIONAL SCHOOL,PRIMARY,ORDINARY,MARY BUTLER,CATHOLIC,MIXED,ENGLISH,YES,NA,60,32,28,NA,NO,NA,
S N MOLUA B,2021-07-07,2024-01-22,"CROSS ARDAGH CO. LIMERICK , LIMERICK , LIMERICK , V42XH94",http://www.stmoluasns.ie,"https://maps.google.com/?q=52.49796,-9.060983",14075K,ARDAGH NATIONAL SCHOOL,PRIMARY,ORDINARY,MARY O'DONOGHUE,CATHOLIC,MIXED,ENGLISH,NO,NA,102,51,51,NA,NO,NA,
SN MUINE CHONALLAIN,2021-07-07,2024-01-22,"BONNICONLON BALLINA CO. MAYO , MAYO , MAYO , F26PK26",http://www.bonniconlonns.ie,"https://maps.google.com/?q=54.10984,-9.027159",13667H,BONNICONLON NATIONAL SCHOOL,PRIMARY,ORDINARY,EMMET O'CONNOR,CATHOLIC,MIXED,ENGLISH,YES,NA,112,52,60,NA,NO,NA,
SN MUINE MHEA,2021-07-07,2024-01-22,"MONIVEA ATHENRY CO GALWAY , GALWAY , GALWAY , H65X993",,"https://maps.google.com/?q=53.375153,-8.707143",18746F,MONIVEA NATIONAL SCHOOL,PRIMARY,ORDINARY,JOANNE GEOGHEGAN,CATHOLIC,MIXED,ENGLISH,NO,NA,241,119,122,NA,NO,NA,
S N MUIRE,2021-07-07,2024-01-22,"LETTERFRACK CO. GALWAY , GALWAY , GALWAY , H91H603",,"https://maps.google.com/?q=53.554832,-9.949597",13621G,LETTERFRACK NATIONAL SCHOOL,PRIMARY,ORDINARY,OLIVIA KERRIGAN,CATHOLIC,MIXED,ENGLISH,YES,NA,98,47,51,NA,NO,NA,
S N MUIRE,2021-07-07,2024-01-22,"STRATFORD-ON-SLANEY BALTINGLASS , WICKLOW , WICKLOW , W91DX22",,"https://maps.google.com/?q=52.98876,-6.6726193",16027J,STRATFORD NATIONAL SCHOOL,PRIMARY,ORDINARY,DEBBIE BYRNE,CATHOLIC,MIXED,ENGLISH,YES,NA,65,39,26,NA,NO,NA,
S N MUIRE,2021-07-07,2024-01-22,"MAIN STREET BLESSINGTON CO. WICKLOW , WICKLOW , WICKLOW , W91YN0P",http://www.stmarysjuniorschool.ie,"https://maps.google.com/?q=53.17219,-6.5294247",17091A,ST MARY'S JUNIOR SCHOOL,PRIMARY,ORDINARY,CARMEL DILLON,CATHOLIC,MIXED,ENGLISH,NO,NA,236,122,114,NA,NO,NA,
S N MUIRE,2021-07-07,2024-01-22,"GOWRAN CO. KILKENNY , KILKENNY , KILKENNY , R95ND27",,"https://maps.google.com/?q=52.628227,-7.07774",18064C,GOWRAN NATIONAL SCHOOL,PRIMARY,ORDINARY,DAMIEN ALYWARD,CATHOLIC,MIXED,ENGLISH,NO,NA,240,122,118,NA,NO,NA,
S N MUIRE,2021-07-07,2024-01-22,"RAMPARK JENKINSTOWN CO. LOUTH , LOUTH , LOUTH , A91VP64",http://ramparkns.com,"https://maps.google.com/?q=53.999958,-6.26311",18101F,RAMPARK NS,PRIMARY,ORDINARY,JULIE CAROLAN,CATHOLIC,MIXED,ENGLISH,NO,NA,159,75,84,NA,NO,NA,
S N MUIRE,2021-07-07,2024-01-22,"CARLANSTOWN KELLS CO. MEATH , MEATH , MEATH , A82AH22",http://www.carlanstownns.ie,"https://maps.google.com/?q=53.761364,-6.8409758",18132Q,CARLANSTOWN NATIONAL SCHOOL,PRIMARY,ORDINARY,SARAH CURRAN,CATHOLIC,MIXED,ENGLISH,NO,NA,158,75,83,NA,NO,NA,
S N MUIRE AGUS IOSEF,2021-07-07,2024-01-22,"VERBENA AVE BAYSIDE SUTTON DUBLIN 13 , DUBLIN , DUBLIN 13 , D13EK83",http://www.baysidesns.ie,"https://maps.google.com/?q=53.389896,-6.146865",19533Q,BAYSIDE SENIOR SCHOOL,PRIMARY,ORDINARY,JANET LYNCH,CATHOLIC,MIXED,ENGLISH,NO,NA,414,213,201,NA,NO,NA,
S N MUIRE AN PORT MOR,2021-07-07,2024-01-22,"ROSS ROAD FERRYBANK WATERFORD , WATERFORD , WATERFORD , X91AF80",,"https://maps.google.com/?q=52.268227,-7.0990243",18235D,ST MARY'S BNS FERRYBANK,PRIMARY,ORDINARY,JAMES ROBINSON,CATHOLIC,BOYS,ENGLISH,NO,NA,206,206,0,NA,NO,NA,
S N MUIRE AN SEAN BAILE,2021-07-07,2024-01-22,"OLDTOWN CO. DUBLIN , DUBLIN , DUBLIN COUNTY , A45YD60",,"https://maps.google.com/?q=53.52447,-6.3185034",17263D,OLDTOWN NATIONAL SCHOOL,PRIMARY,ORDINARY,JANE KIRWAN,CATHOLIC,MIXED,ENGLISH,NO,NA,57,36,21,NA,NO,NA,
S N MUIRE GAN SMAL,2021-07-07,2024-01-22,"COARS MASTERGEEHY CO. KERRY , KERRY , KERRY , V23Y597",,"https://maps.google.com/?q=51.946285,-10.121563",08687J,COARS NATIONAL SCHOOL,PRIMARY,ORDINARY,MICHAEL O'SULLIVAN,CATHOLIC,MIXED,ENGLISH,YES,NA,34,19,15,NA,NO,NA,
S N MUIRE GAN SMAL,2021-07-07,2024-01-22,"CAMUS CO. NA GAILLIMHE , GALWAY , GALWAY , H91EH90",http://scoilchamuis.ie,"https://maps.google.com/?q=53.377556,-9.546861",11290W,SCOIL CHAMUIS,PRIMARY,ORDINARY,CAITLÍN UÍ SHUILLEABHÁIN,CATHOLIC,MIXED,ALL IRISH,YES,NA,17,8,9,NA,NO,NA,
S N MUIRE GAN SMAL,2021-07-07,2024-01-22,"CEATHRÚ THAIDHG BÉAL ÁTHA AN FHEADHA CO. MHAIGH EO , MAYO , MAYO , F26HP11",,"https://maps.google.com/?q=54.31156,-9.818561",15032U,SCOIL NÁISIÚNTA CHEATHRÚ THAIDHG,PRIMARY,ORDINARY,BRÍD NÍ SHEIGHIN,CATHOLIC,MIXED,ALL IRISH,YES,NA,23,10,13,NA,NO,NA,
S N MUIRE GAN SMAL,2021-07-07,2024-01-22,"SHANNONBRIDGE BALLINASLOE CO. GALWAY , GALWAY , GALWAY , H53PT32",http://www.creaghns.com,"https://maps.google.com/?q=53.328053,-8.201178",17198S,CREAGH NATIONAL SCHOOL,PRIMARY,ORDINARY,ÁINE NÍ CHOLLERÁIN (BLEAHENE),CATHOLIC,MIXED,ENGLISH,NO,NA,440,225,215,NA,NO,NA,
S N MUIRE GAN SMAL,2021-07-07,2024-01-22,"GRAIGENAMANAGH CO. KILKENNY , KILKENNY , KILKENNY , R95D793",http://scoilmhuiregraignamanagh.com,"https://maps.google.com/?q=52.5434,-6.953654",17224Q,GIRLS SCHOOL GRAIGENAMANAGH,PRIMARY,ORDINARY,KATHERINE DOYLE,CATHOLIC,MIXED,ENGLISH,YES,NA,147,48,99,NA,NO,NA,
S N MUIRE GAN SMAL,2021-07-07,2024-01-22,"DRUIMEANNA TUBBERCURRY CO SLIGO , SLIGO , SLIGO , F91DW65",http://www.driminans.ie,"https://maps.google.com/?q=54.054802,-8.775407",18029A,DRUIMEANNA N S,PRIMARY,ORDINARY,HELENA NEARY,CATHOLIC,MIXED,ENGLISH,NO,NA,65,36,29,NA,NO,NA,
S N MUIRE GAN SMAL,2021-07-07,2024-01-22,"TIERNASCRAGH BALLYCRISSANE BALLINASLOE CO. GALWAY , GALWAY , GALWAY , H53TP86",,"https://maps.google.com/?q=53.15128,-8.190785",18043R,TIERNASCRAGH NATIONAL SCHOOL,PRIMARY,ORDINARY,MARIA O CONNOR,CATHOLIC,MIXED,ENGLISH,NO,NA,32,16,16,NA,NO,NA,
S N MUIRE GAN SMAL,2021-07-07,2024-01-22,"NEWHOUSE SANDPIT DROGHEDA , LOUTH , LOUTH , A92A567",http://www.scoilmhuirec.ie,"https://maps.google.com/?q=53.770096,-6.309441",18045V,SANDPIT N.S,PRIMARY,ORDINARY,EDEL VICTORY,CATHOLIC,MIXED,ENGLISH,NO,NA,236,118,118,NA,NO,NA,
S N MUIRE GAN SMAL,2021-07-07,2024-01-22,"SENTRY HILL LETTERKENNY CO. DONEGAL , DONEGAL , DONEGAL , F92CK27",http://www.smgsletterkenny.ie,"https://maps.google.com/?q=54.952305,-7.741465",18052S,LETTERKENNY NS,PRIMARY,ORDINARY,IRENE SIMMONS,CATHOLIC,MIXED,ENGLISH,NO,NA,446,116,330,NA,NO,NA,
S N MUIRE GAN SMAL,2021-07-07,2024-01-22,"HILLHEAD ARDARA CO. DONEGAL , DONEGAL , DONEGAL , F94X348",,"https://maps.google.com/?q=54.764385,-8.406652",18131O,ST MARY'S ARDARA,PRIMARY,ORDINARY,ANITA FINNERTY,CATHOLIC,MIXED,ENGLISH,YES,NA,82,40,42,NA,NO,NA,
S N MUIRE GAN SMAL,2021-07-07,2024-01-22,"GREEN LANE CARLOW , CARLOW , CARLOW , R93FP57",http://smgscarlow.ie,"https://maps.google.com/?q=52.838142,-6.9229245",18363M,SCOIL MHUIRE GAN SMÁL,PRIMARY,ORDINARY,ZOE UÍ BHROIN,CATHOLIC,GIRLS,ENGLISH,YES,NA,362,0,362,NA,NO,NA,
S N MUIRE GAN SMAL,2021-07-07,2024-01-22,"KILRUSHEIGHTER TEMPLEBOY CO. SLIGO , SLIGO , SLIGO , F91NT98",http://www.kilrusheighterns.com,"https://maps.google.com/?q=54.25918,-8.774576",18580U,KILRUSHEIGHTER NATIONAL SCHOOL,PRIMARY,ORDINARY,YVONNE JUDGE,CATHOLIC,MIXED,ENGLISH,NO,NA,26,14,12,NA,NO,NA,
S N MUIRE GAN SMAL,2021-07-07,2024-01-22,"CLADDAGHDUFF CO. GALWAY , GALWAY , GALWAY , H71YF76",http://www.claddaghduffns.ie,"https://maps.google.com/?q=53.544456,-10.141085",18608Q,CLADDAGHDUFF N.S,PRIMARY,ORDINARY,LAURA GRIFFIN,CATHOLIC,MIXED,ENGLISH,YES,NA,40,20,20,NA,NO,NA,
SN MUIRE GAN SMAL,2021-07-07,2024-01-22,"DRUMBAUN CURRY CO. SLIGO , SLIGO , SLIGO , F91DT35",,"https://maps.google.com/?q=54.00501,-8.771252",19389M,CURRY NATIONAL SCHOOL,PRIMARY,ORDINARY,PASCHAL GALLAGHER,CATHOLIC,MIXED,ENGLISH,NO,NA,91,51,40,NA,NO,NA,
S N MUIRE GAN SMAL B,2021-07-07,2024-01-22,"TYRCONNELL ROAD INCHICORE DUBLIN 8 , DUBLIN , DUBLIN 8 , D08Y9T4",http://www.smgs.ie,"https://maps.google.com/?q=53.33763,-6.325085",17083B,SCOIL MHUIRE GAN SMAL,PRIMARY,ORDINARY,DAVID GOUGH,CATHOLIC,MIXED,ENGLISH,YES,NA,316,143,173,NA,NO,NA,
S N MUIRE IS GEARARD,2021-07-07,2024-01-22,"ST. MARY'S & ST. GERARD'S NS ENNISKERRY CO. WICKLOW , WICKLOW , WICKLOW , A98DP70",http://enniskerryns.ie,"https://maps.google.com/?q=53.1937,-6.174475",17223O,ENNISKERRY NATIONAL SCHOOL,PRIMARY,ORDINARY,DEIRDRE MORGAN,CATHOLIC,MIXED,ENGLISH,NO,NA,184,90,94,NA,NO,NA,
S N MUIRE LOURDES,2021-07-07,2024-01-22,"MILL STREET TULLOW CO. CARLOW , CARLOW , CARLOW , R93Y960",http://www.smltullow.ie,"https://maps.google.com/?q=52.80057,-6.7339087",13507I,SN LOURDES TULLOW,PRIMARY,ORDINARY,MARIE COEN,CATHOLIC,GIRLS,ENGLISH,YES,NA,247,0,247,NA,NO,NA,
S N MUIRE MAGH DEILGE,2021-07-07,2024-01-22,"MODELIGO DUNGARVAN CO. WATERFORD , WATERFORD , WATERFORD , X35HK12",,"https://maps.google.com/?q=52.148857,-7.754445",18321T,MODEGLIO NATIONAL SCHOOL,PRIMARY,ORDINARY,EMER PEDLEY,CATHOLIC,MIXED,ENGLISH,NO,NA,41,20,21,NA,NO,NA,
S N MUIRE MXD,2021-07-02,2024-01-22,"BARNDARRIG CO. WICKLOW , WICKLOW , WICKLOW , A67R296",http://www.barndarrigns.ie,"https://maps.google.com/?q=52.915752,-6.1123586",17500O,ST MARY'S NS. BARNDARRIG,PRIMARY,ORDINARY,EIMEAR O'DWYER,CATHOLIC,MIXED,ENGLISH,NO,NA,19,14,5,NA,NO,NA,
S N MUIRE NA DOIRINI,2021-07-07,2024-01-22,"DREENY SKIBBEREEN , CORK , CORK , P81E023",,"https://maps.google.com/?q=51.606224,-9.264811",18461M,DREENY N S,PRIMARY,ORDINARY,ISOBELLE NEALON,CATHOLIC,MIXED,ENGLISH,NO,NA,28,13,15,NA,NO,NA,
S N MUIRE NA FREASTOGALA GIRLS SENIOR SCHOOL,2021-07-07,2024-01-22,"ASSUMPTION SENIOR GIRLS NS LONG MILE RD WALKINSTOWN DUBLIN 12 , DUBLIN , DUBLIN 12 , D12FK49",http://www.assumptiongns.com,"https://maps.google.com/?q=53.3229,-6.332111",18170B,ASSUMPTION SENIOR GIRLS NATIONAL SC,PRIMARY,ORDINARY,MAEVE CROWE,CATHOLIC,MIXED,ENGLISH,NO,NA,228,0,228,NA,NO,NA,
S N MUIRE NA HEIREANN,2021-07-07,2024-01-22,"CAHERDAVIN LIMERICK , LIMERICK , LIMERICK , V94A5N7",,"https://maps.google.com/?q=52.674534,-8.658918",19332G,SCOIL MHUIRE BANRÍON NA HÉIREANN,PRIMARY,ORDINARY,MS MARY HANLEY,CATHOLIC,GIRLS,ENGLISH,YES,NA,286,0,286,NA,NO,NA,
S N MUIRE NAOFA,2021-07-07,2024-01-22,"PULLOUGH CO. OFFALY , OFFALY , OFFALY , R35K521",http://pulloughns.weebly.com,"https://maps.google.com/?q=53.277378,-7.712616",17069H,PULLOUGH NATIONAL SCHOOL,PRIMARY,ORDINARY,TOM NAUGHTON,CATHOLIC,MIXED,ENGLISH,YES,NA,78,41,37,NA,NO,NA,
S N MULLACH BUI,2021-07-07,2024-01-22,"CASTLETOWNCOOLEY RIVERSTOWN CO. LOUTH , LOUTH , LOUTH , A91H319",http://www.mullaghbuoyns.com,"https://maps.google.com/?q=54.019924,-6.220163",02793B,MULLAGHBUOY NATIONAL SCHOOL,PRIMARY,ORDINARY,MAIREAD EGAN,CATHOLIC,MIXED,ENGLISH,NO,NA,67,36,31,NA,NO,NA,
S N MULLACH RUA,2021-07-07,2024-01-22,"MULLAGHROE GURTEEN VIA BOYLE , SLIGO , SLIGO , F52AK84",http://www.mullaghroens,"https://maps.google.com/?q=53.98259,-8.466501",17967Q,S N MULLACH RUA,PRIMARY,NON CAPITATION SCHOOL GRANT,KEVIN GALLAGHER,CATHOLIC,MIXED,ENGLISH,NO,NA,11,6,5,NA,NO,NA,
S N NA BHFIODH,2021-07-07,2024-01-22,"FEWS KILMACTHOMAS CO. WATERFORD , WATERFORD , WATERFORD , X42X968",,"https://maps.google.com/?q=52.220615,-7.456939",17570M,FEWS NS,PRIMARY,ORDINARY,JEROME FAHY,CATHOLIC,MIXED,ENGLISH,NO,NA,67,38,29,NA,NO,NA,
S N NA BHFORBACHA,2021-07-07,2024-01-22,"AN SPIDEAL CO NA GAILLIMHE , GALWAY , GALWAY , H91RR60",http://www.scoilnabhforbacha.ie,"https://maps.google.com/?q=53.248844,-9.205542",17668G,NA FORBACHA,PRIMARY,ORDINARY,SEAN BREATHNACH,CATHOLIC,MIXED,ALL IRISH,NO,NA,207,113,94,NA,NO,NA,
S N NA CARRAIGE,2021-07-07,2024-01-22,"AN CHARRAIG CO. DHÚN NA NGALL , DONEGAL , DONEGAL , F94H674",,"https://maps.google.com/?q=54.658226,-8.631999",18611F,SCOIL NAISIÚNTA NA CARRAIGE,PRIMARY,ORDINARY,ANNA MAIRE NIC GIOLLA EASBUIG,CATHOLIC,MIXED,ALL IRISH,YES,NA,68,29,39,NA,NO,NA,
S N NA CEALLTRAIGHE,2021-07-07,2024-01-22,"KILCLARE CALTRA BALLINASLOE CO. GALWAY , GALWAY , GALWAY , H53FR66",,"https://maps.google.com/?q=53.43414,-8.445873",17095I,CALTRA NATIONAL SCHOOL,PRIMARY,ORDINARY,ANN-MARIE MCELLIGOTT,CATHOLIC,MIXED,ENGLISH,YES,NA,95,56,39,NA,NO,NA,
S N NA CILLE,2021-07-07,2024-01-22,"KILL KILMACTHOMAS CO. WATERFORD , WATERFORD , WATERFORD , X42P897",http://killnswaterford.ie,"https://maps.google.com/?q=52.17691,-7.334387",16748W,KILL NATIONAL SCHOOL,PRIMARY,ORDINARY,DERRY O'CONNOR,CATHOLIC,MIXED,ENGLISH,NO,NA,121,66,55,NA,NO,NA,
S N NA CLOICHE MOIRE,2021-07-07,2024-01-22,"BALLYRAGGAN RATHVILLY CO. KILDARE , KILDARE , KILDARE , R93KP89",,"https://maps.google.com/?q=52.905956,-6.750892",14643V,BIGSTONE NATIONAL SCHOOL,PRIMARY,ORDINARY,AOIFE BYRNE,CATHOLIC,MIXED,ENGLISH,NO,NA,21,11,10,NA,NO,NA,
S N NA COILLE GLAISE,2021-07-07,2024-01-22,"KILGLASS AHASCRAGH BALLINASLOE CO. GALWAY , GALWAY , GALWAY , H53PC94",,"https://maps.google.com/?q=53.413868,-8.349219",10863P,KILGLASS NATIONAL SCHOOL,PRIMARY,ORDINARY,VINCENT GLYNN,CATHOLIC,MIXED,ENGLISH,YES,NA,124,73,51,NA,NO,NA,
